user_id,meal_id,ratings,meal_type
2718,3630,7,breakfast
2723,3630,10,breakfast
2727,3630,4,breakfast
2730,3630,7,breakfast
2752,3630,10,breakfast
2755,3630,9,breakfast
2757,3630,9,breakfast
2766,3630,7,breakfast
2768,3630,9,breakfast
2774,3630,9,breakfast
2777,3630,6,breakfast
2780,3630,7,breakfast
2800,3630,8,breakfast
2807,3630,10,breakfast
2822,3630,5,breakfast
2830,3630,4,breakfast
2836,3630,10,breakfast
2842,3630,5,breakfast
2845,3630,4,breakfast
2846,3630,6,breakfast
2849,3630,10,breakfast
2853,3630,9,breakfast
2870,3630,4,breakfast
2881,3630,9,breakfast
2883,3630,10,breakfast
2885,3630,8,breakfast
2897,3630,10,breakfast
2906,3630,6,breakfast
2920,3630,7,breakfast
2921,3630,7,breakfast
2922,3630,4,breakfast
2926,3630,9,breakfast
2927,3630,10,breakfast
2929,3630,5,breakfast
2933,3630,9,breakfast
2943,3630,4,breakfast
2947,3630,6,breakfast
2949,3630,8,breakfast
2950,3630,4,breakfast
2969,3630,5,breakfast
2970,3630,7,breakfast
2975,3630,10,breakfast
2995,3630,10,breakfast
0,3414,10,breakfast
5,3414,9,breakfast
17,3414,7,breakfast
46,3414,9,breakfast
52,3414,7,breakfast
59,3414,10,breakfast
60,3414,4,breakfast
65,3414,10,breakfast
69,3414,5,breakfast
74,3414,5,breakfast
76,3414,4,breakfast
91,3414,8,breakfast
102,3414,9,breakfast
104,3414,9,breakfast
105,3414,8,breakfast
106,3414,6,breakfast
119,3414,10,breakfast
120,3414,10,breakfast
127,3414,8,breakfast
129,3414,6,breakfast
131,3414,5,breakfast
143,3414,4,breakfast
159,3414,6,breakfast
161,3414,9,breakfast
163,3414,6,breakfast
164,3414,8,breakfast
165,3414,10,breakfast
166,3414,7,breakfast
168,3414,4,breakfast
173,3414,10,breakfast
183,3414,6,breakfast
195,3414,10,breakfast
198,3414,6,breakfast
210,3414,4,breakfast
214,3414,10,breakfast
227,3414,8,breakfast
230,3414,4,breakfast
232,3414,9,breakfast
240,3414,8,breakfast
243,3414,7,breakfast
246,3414,8,breakfast
249,3414,4,breakfast
260,3414,6,breakfast
264,3414,5,breakfast
272,3414,6,breakfast
301,3414,5,breakfast
306,3414,9,breakfast
313,3414,10,breakfast
315,3414,4,breakfast
323,3414,5,breakfast
324,3414,6,breakfast
326,3414,10,breakfast
337,3414,9,breakfast
347,3414,4,breakfast
353,3414,4,breakfast
354,3414,6,breakfast
365,3414,7,breakfast
370,3414,7,breakfast
375,3414,8,breakfast
381,3414,8,breakfast
383,3414,9,breakfast
391,3414,5,breakfast
395,3414,4,breakfast
399,3414,5,breakfast
402,3414,10,breakfast
423,3414,6,breakfast
424,3414,6,breakfast
425,3414,6,breakfast
436,3414,4,breakfast
444,3414,5,breakfast
445,3414,8,breakfast
451,3414,10,breakfast
456,3414,5,breakfast
473,3414,6,breakfast
481,3414,10,breakfast
494,3414,7,breakfast
507,3414,10,breakfast
508,3414,9,breakfast
516,3414,5,breakfast
524,3414,5,breakfast
536,3414,6,breakfast
542,3414,6,breakfast
546,3414,9,breakfast
550,3414,6,breakfast
588,3414,9,breakfast
589,3414,8,breakfast
608,3414,5,breakfast
612,3414,5,breakfast
614,3414,6,breakfast
618,3414,10,breakfast
619,3414,8,breakfast
624,3414,5,breakfast
626,3414,9,breakfast
645,3414,5,breakfast
649,3414,6,breakfast
652,3414,4,breakfast
664,3414,4,breakfast
665,3414,6,breakfast
668,3414,7,breakfast
681,3414,9,breakfast
698,3414,9,breakfast
711,3414,10,breakfast
715,3414,7,breakfast
720,3414,5,breakfast
735,3414,4,breakfast
737,3414,8,breakfast
740,3414,6,breakfast
749,3414,4,breakfast
760,3414,7,breakfast
775,3414,8,breakfast
776,3414,4,breakfast
782,3414,5,breakfast
786,3414,10,breakfast
807,3414,6,breakfast
808,3414,9,breakfast
817,3414,8,breakfast
821,3414,5,breakfast
824,3414,7,breakfast
827,3414,10,breakfast
832,3414,7,breakfast
874,3414,8,breakfast
892,3414,10,breakfast
893,3414,8,breakfast
894,3414,10,breakfast
900,3414,6,breakfast
910,3414,9,breakfast
918,3414,4,breakfast
926,3414,5,breakfast
930,3414,4,breakfast
941,3414,9,breakfast
945,3414,9,breakfast
947,3414,7,breakfast
957,3414,5,breakfast
958,3414,5,breakfast
969,3414,5,breakfast
972,3414,4,breakfast
978,3414,10,breakfast
982,3414,6,breakfast
995,3414,6,breakfast
996,3414,6,breakfast
1012,3414,9,breakfast
1014,3414,5,breakfast
1018,3414,5,breakfast
1035,3414,7,breakfast
1039,3414,8,breakfast
1054,3414,6,breakfast
1055,3414,7,breakfast
1059,3414,8,breakfast
1061,3414,8,breakfast
1064,3414,9,breakfast
1069,3414,7,breakfast
1076,3414,6,breakfast
1085,3414,10,breakfast
1089,3414,9,breakfast
1096,3414,5,breakfast
1098,3414,5,breakfast
1107,3414,8,breakfast
1117,3414,10,breakfast
1124,3414,10,breakfast
1126,3414,4,breakfast
1132,3414,6,breakfast
1133,3414,4,breakfast
1141,3414,4,breakfast
1145,3414,8,breakfast
1153,3414,6,breakfast
1168,3414,7,breakfast
1169,3414,9,breakfast
1177,3414,6,breakfast
1180,3414,8,breakfast
1197,3414,6,breakfast
1204,3414,4,breakfast
1216,3414,8,breakfast
1217,3414,10,breakfast
1222,3414,5,breakfast
1225,3414,4,breakfast
1235,3414,6,breakfast
1240,3414,4,breakfast
1246,3414,9,breakfast
1248,3414,10,breakfast
1250,3414,10,breakfast
1253,3414,8,breakfast
1276,3414,9,breakfast
1281,3414,8,breakfast
1295,3414,10,breakfast
1314,3414,10,breakfast
1318,3414,8,breakfast
1319,3414,10,breakfast
1341,3414,4,breakfast
1346,3414,6,breakfast
1353,3414,9,breakfast
1364,3414,8,breakfast
1369,3414,6,breakfast
1370,3414,9,breakfast
1373,3414,6,breakfast
1374,3414,7,breakfast
1384,3414,8,breakfast
1389,3414,8,breakfast
1393,3414,8,breakfast
1394,3414,8,breakfast
1396,3414,10,breakfast
1397,3414,8,breakfast
1402,3414,10,breakfast
1409,3414,4,breakfast
1410,3414,10,breakfast
1430,3414,9,breakfast
1442,3414,9,breakfast
1443,3414,9,breakfast
1444,3414,5,breakfast
1446,3414,5,breakfast
1452,3414,5,breakfast
1458,3414,10,breakfast
1469,3414,6,breakfast
1472,3414,7,breakfast
1473,3414,9,breakfast
1483,3414,5,breakfast
1498,3414,8,breakfast
1506,3414,9,breakfast
1519,3414,10,breakfast
1532,3414,9,breakfast
1575,3414,8,breakfast
1599,3414,4,breakfast
1601,3414,6,breakfast
1605,3414,9,breakfast
1606,3414,8,breakfast
1607,3414,4,breakfast
1611,3414,9,breakfast
1613,3414,10,breakfast
1618,3414,4,breakfast
1624,3414,6,breakfast
1628,3414,9,breakfast
1640,3414,10,breakfast
1657,3414,8,breakfast
1670,3414,10,breakfast
1674,3414,9,breakfast
1677,3414,8,breakfast
1695,3414,7,breakfast
1701,3414,9,breakfast
1711,3414,7,breakfast
1714,3414,4,breakfast
1726,3414,8,breakfast
1743,3414,10,breakfast
1781,3414,7,breakfast
1784,3414,8,breakfast
1794,3414,6,breakfast
1795,3414,5,breakfast
1797,3414,4,breakfast
1807,3414,6,breakfast
1815,3414,7,breakfast
1816,3414,4,breakfast
1818,3414,10,breakfast
1827,3414,4,breakfast
1839,3414,5,breakfast
1846,3414,7,breakfast
1849,3414,9,breakfast
1868,3414,4,breakfast
1872,3414,9,breakfast
1874,3414,7,breakfast
1887,3414,4,breakfast
1889,3414,4,breakfast
1894,3414,5,breakfast
1895,3414,8,breakfast
1898,3414,5,breakfast
1901,3414,6,breakfast
1903,3414,6,breakfast
1926,3414,7,breakfast
1932,3414,9,breakfast
1943,3414,8,breakfast
1949,3414,4,breakfast
1965,3414,7,breakfast
1971,3414,9,breakfast
1972,3414,8,breakfast
1980,3414,6,breakfast
1987,3414,4,breakfast
1990,3414,5,breakfast
2000,3414,7,breakfast
2004,3414,9,breakfast
2006,3414,6,breakfast
2010,3414,6,breakfast
2025,3414,7,breakfast
2029,3414,6,breakfast
2031,3414,5,breakfast
2034,3414,8,breakfast
2060,3414,10,breakfast
2063,3414,7,breakfast
2064,3414,8,breakfast
2070,3414,10,breakfast
2082,3414,7,breakfast
2084,3414,6,breakfast
2085,3414,7,breakfast
2094,3414,10,breakfast
2100,3414,8,breakfast
2101,3414,5,breakfast
2111,3414,6,breakfast
2112,3414,4,breakfast
2115,3414,8,breakfast
2122,3414,9,breakfast
2124,3414,6,breakfast
2126,3414,10,breakfast
2148,3414,6,breakfast
2152,3414,7,breakfast
2159,3414,4,breakfast
2175,3414,7,breakfast
2177,3414,7,breakfast
2178,3414,7,breakfast
2180,3414,6,breakfast
2189,3414,9,breakfast
2211,3414,8,breakfast
2213,3414,5,breakfast
2225,3414,6,breakfast
2240,3414,4,breakfast
2243,3414,7,breakfast
2253,3414,7,breakfast
2268,3414,7,breakfast
2278,3414,9,breakfast
2304,3414,7,breakfast
2308,3414,7,breakfast
2319,3414,8,breakfast
2323,3414,7,breakfast
2326,3414,5,breakfast
2333,3414,4,breakfast
2337,3414,5,breakfast
2341,3414,4,breakfast
2345,3414,7,breakfast
2379,3414,5,breakfast
2390,3414,9,breakfast
2396,3414,8,breakfast
2398,3414,5,breakfast
2400,3414,6,breakfast
2415,3414,8,breakfast
2423,3414,6,breakfast
2427,3414,8,breakfast
2435,3414,5,breakfast
2436,3414,5,breakfast
2439,3414,10,breakfast
2441,3414,9,breakfast
2449,3414,10,breakfast
2455,3414,4,breakfast
2458,3414,8,breakfast
2522,3414,6,breakfast
2524,3414,9,breakfast
2525,3414,5,breakfast
2531,3414,10,breakfast
2535,3414,5,breakfast
2539,3414,9,breakfast
2540,3414,7,breakfast
2543,3414,4,breakfast
2548,3414,7,breakfast
2552,3414,9,breakfast
2554,3414,8,breakfast
2555,3414,8,breakfast
2573,3414,7,breakfast
2578,3414,4,breakfast
2587,3414,7,breakfast
2592,3414,5,breakfast
2608,3414,8,breakfast
2634,3414,8,breakfast
2637,3414,9,breakfast
2643,3414,7,breakfast
2644,3414,8,breakfast
2646,3414,7,breakfast
2648,3414,9,breakfast
2655,3414,9,breakfast
2656,3414,6,breakfast
2676,3414,6,breakfast
2691,3414,4,breakfast
2696,3414,8,breakfast
2697,3414,7,breakfast
2699,3414,6,breakfast
2710,3414,10,breakfast
2713,3414,9,breakfast
2721,3414,7,breakfast
2734,3414,9,breakfast
2739,3414,5,breakfast
2748,3414,6,breakfast
2749,3414,10,breakfast
2751,3414,7,breakfast
2752,3414,6,breakfast
2754,3414,5,breakfast
2772,3414,7,breakfast
2775,3414,7,breakfast
2776,3414,8,breakfast
2785,3414,8,breakfast
2793,3414,6,breakfast
2805,3414,5,breakfast
2825,3414,4,breakfast
2833,3414,7,breakfast
2835,3414,5,breakfast
2853,3414,4,breakfast
2854,3414,7,breakfast
2857,3414,6,breakfast
2873,3414,6,breakfast
2874,3414,7,breakfast
2882,3414,5,breakfast
2888,3414,8,breakfast
2916,3414,5,breakfast
2920,3414,5,breakfast
2921,3414,10,breakfast
2930,3414,7,breakfast
2950,3414,5,breakfast
2980,3414,7,breakfast
2981,3414,6,breakfast
0,3526,7,breakfast
3,3526,9,breakfast
15,3526,10,breakfast
16,3526,8,breakfast
17,3526,4,breakfast
28,3526,8,breakfast
36,3526,8,breakfast
39,3526,4,breakfast
41,3526,5,breakfast
44,3526,7,breakfast
55,3526,9,breakfast
62,3526,10,breakfast
69,3526,6,breakfast
83,3526,4,breakfast
87,3526,10,breakfast
95,3526,4,breakfast
98,3526,6,breakfast
103,3526,7,breakfast
108,3526,5,breakfast
112,3526,6,breakfast
134,3526,6,breakfast
135,3526,8,breakfast
138,3526,10,breakfast
143,3526,9,breakfast
148,3526,4,breakfast
150,3526,7,breakfast
161,3526,6,breakfast
164,3526,5,breakfast
170,3526,9,breakfast
180,3526,4,breakfast
183,3526,10,breakfast
188,3526,8,breakfast
200,3526,4,breakfast
226,3526,8,breakfast
228,3526,6,breakfast
233,3526,10,breakfast
244,3526,4,breakfast
245,3526,4,breakfast
252,3526,5,breakfast
253,3526,8,breakfast
272,3526,5,breakfast
273,3526,9,breakfast
274,3526,5,breakfast
280,3526,6,breakfast
282,3526,10,breakfast
292,3526,8,breakfast
293,3526,4,breakfast
297,3526,9,breakfast
300,3526,9,breakfast
303,3526,10,breakfast
307,3526,9,breakfast
312,3526,6,breakfast
328,3526,5,breakfast
337,3526,8,breakfast
348,3526,4,breakfast
354,3526,9,breakfast
360,3526,4,breakfast
361,3526,5,breakfast
365,3526,5,breakfast
368,3526,10,breakfast
370,3526,8,breakfast
382,3526,5,breakfast
398,3526,5,breakfast
403,3526,7,breakfast
410,3526,6,breakfast
412,3526,9,breakfast
419,3526,6,breakfast
430,3526,9,breakfast
431,3526,8,breakfast
432,3526,8,breakfast
437,3526,8,breakfast
462,3526,5,breakfast
468,3526,8,breakfast
469,3526,7,breakfast
470,3526,9,breakfast
477,3526,4,breakfast
478,3526,7,breakfast
485,3526,7,breakfast
495,3526,8,breakfast
507,3526,10,breakfast
510,3526,10,breakfast
513,3526,9,breakfast
523,3526,5,breakfast
525,3526,10,breakfast
529,3526,8,breakfast
530,3526,9,breakfast
531,3526,10,breakfast
533,3526,7,breakfast
535,3526,5,breakfast
544,3526,10,breakfast
548,3526,6,breakfast
552,3526,10,breakfast
557,3526,5,breakfast
563,3526,5,breakfast
570,3526,6,breakfast
574,3526,7,breakfast
598,3526,6,breakfast
607,3526,10,breakfast
624,3526,8,breakfast
627,3526,6,breakfast
644,3526,10,breakfast
655,3526,6,breakfast
667,3526,6,breakfast
675,3526,10,breakfast
679,3526,4,breakfast
685,3526,10,breakfast
690,3526,5,breakfast
691,3526,10,breakfast
695,3526,9,breakfast
713,3526,9,breakfast
716,3526,8,breakfast
725,3526,6,breakfast
727,3526,10,breakfast
752,3526,7,breakfast
771,3526,5,breakfast
778,3526,8,breakfast
780,3526,8,breakfast
784,3526,10,breakfast
787,3526,10,breakfast
794,3526,8,breakfast
801,3526,4,breakfast
807,3526,9,breakfast
812,3526,9,breakfast
833,3526,6,breakfast
834,3526,5,breakfast
840,3526,8,breakfast
845,3526,6,breakfast
847,3526,9,breakfast
854,3526,6,breakfast
857,3526,4,breakfast
861,3526,7,breakfast
863,3526,9,breakfast
868,3526,5,breakfast
873,3526,4,breakfast
882,3526,7,breakfast
887,3526,8,breakfast
894,3526,4,breakfast
896,3526,6,breakfast
902,3526,10,breakfast
905,3526,5,breakfast
912,3526,7,breakfast
918,3526,7,breakfast
929,3526,9,breakfast
932,3526,5,breakfast
945,3526,5,breakfast
949,3526,7,breakfast
950,3526,10,breakfast
953,3526,8,breakfast
984,3526,7,breakfast
991,3526,4,breakfast
994,3526,7,breakfast
1000,3526,8,breakfast
1002,3526,8,breakfast
1004,3526,5,breakfast
1005,3526,6,breakfast
1008,3526,9,breakfast
1017,3526,6,breakfast
1021,3526,6,breakfast
1022,3526,6,breakfast
1023,3526,7,breakfast
1037,3526,5,breakfast
1043,3526,5,breakfast
1051,3526,4,breakfast
1058,3526,7,breakfast
1059,3526,7,breakfast
1061,3526,9,breakfast
1074,3526,5,breakfast
1082,3526,5,breakfast
1087,3526,4,breakfast
1092,3526,8,breakfast
1100,3526,4,breakfast
1112,3526,9,breakfast
1114,3526,9,breakfast
1118,3526,4,breakfast
1119,3526,6,breakfast
1128,3526,7,breakfast
1130,3526,5,breakfast
1137,3526,5,breakfast
1143,3526,9,breakfast
1144,3526,9,breakfast
1150,3526,8,breakfast
1172,3526,6,breakfast
1174,3526,8,breakfast
1175,3526,4,breakfast
1185,3526,5,breakfast
1192,3526,7,breakfast
1207,3526,4,breakfast
1209,3526,5,breakfast
1214,3526,7,breakfast
1220,3526,9,breakfast
1221,3526,10,breakfast
1234,3526,10,breakfast
1236,3526,4,breakfast
1240,3526,5,breakfast
1251,3526,6,breakfast
1257,3526,7,breakfast
1259,3526,10,breakfast
1261,3526,8,breakfast
1311,3526,6,breakfast
1334,3526,7,breakfast
1342,3526,6,breakfast
1356,3526,9,breakfast
1374,3526,4,breakfast
1388,3526,9,breakfast
1392,3526,6,breakfast
1406,3526,4,breakfast
1414,3526,10,breakfast
1425,3526,9,breakfast
1432,3526,9,breakfast
1434,3526,4,breakfast
1436,3526,6,breakfast
1447,3526,6,breakfast
1450,3526,5,breakfast
1452,3526,4,breakfast
1456,3526,10,breakfast
1460,3526,9,breakfast
1468,3526,10,breakfast
1482,3526,8,breakfast
1491,3526,5,breakfast
1494,3526,8,breakfast
1496,3526,9,breakfast
1517,3526,10,breakfast
1527,3526,5,breakfast
1529,3526,4,breakfast
1538,3526,9,breakfast
1540,3526,9,breakfast
1542,3526,8,breakfast
1557,3526,10,breakfast
1560,3526,10,breakfast
1562,3526,5,breakfast
1578,3526,4,breakfast
1579,3526,6,breakfast
1597,3526,6,breakfast
1612,3526,8,breakfast
1617,3526,7,breakfast
1620,3526,6,breakfast
1626,3526,4,breakfast
1635,3526,6,breakfast
1639,3526,8,breakfast
1640,3526,5,breakfast
1642,3526,8,breakfast
1643,3526,7,breakfast
1652,3526,5,breakfast
1653,3526,5,breakfast
1654,3526,8,breakfast
1655,3526,9,breakfast
1657,3526,8,breakfast
1665,3526,6,breakfast
1670,3526,8,breakfast
1675,3526,6,breakfast
1686,3526,6,breakfast
1687,3526,6,breakfast
1703,3526,8,breakfast
1711,3526,4,breakfast
1714,3526,10,breakfast
1717,3526,5,breakfast
1727,3526,9,breakfast
1729,3526,7,breakfast
1734,3526,6,breakfast
1739,3526,6,breakfast
1744,3526,7,breakfast
1749,3526,5,breakfast
1761,3526,7,breakfast
1762,3526,7,breakfast
1766,3526,10,breakfast
1769,3526,8,breakfast
1778,3526,7,breakfast
1780,3526,5,breakfast
1784,3526,8,breakfast
1802,3526,5,breakfast
1822,3526,9,breakfast
1823,3526,4,breakfast
1831,3526,5,breakfast
1834,3526,7,breakfast
1839,3526,7,breakfast
1841,3526,7,breakfast
1850,3526,8,breakfast
1852,3526,5,breakfast
1856,3526,5,breakfast
1857,3526,7,breakfast
1864,3526,10,breakfast
1868,3526,4,breakfast
1888,3526,7,breakfast
1896,3526,9,breakfast
1898,3526,7,breakfast
1900,3526,9,breakfast
1902,3526,9,breakfast
1906,3526,8,breakfast
1911,3526,4,breakfast
